replicate,A_delta_auroc,A_delta_auprc,BC_delta_auroc,BC_delta_auprc,all_delta_auroc,all_delta_auprc,did_delta_auroc,did_delta_auprc
26,0.017201537352870555,0.044228589245061734,0.16666666666666669,0.06244468802013559,0.021399123822413824,0.048238061366669305,-0.14946512931379613,-0.01821609877507386
27,0.017127114899810225,0.046342217146380926,-0.03529411764705892,0.006229318281532427,0.01728742395247218,0.0476487960737596,0.052421232546869145,0.0401128988648485
28,-0.007858620628154678,0.05632025816359304,0.051401869158878566,0.02128530021367847,-0.008378343101851593,0.05437154443667802,-0.059260489787033244,0.03503495794991457
29,0.01927983189127802,0.041722231229523565,0.05420054200542013,0.04968896193794309,0.02097659621931469,0.0429121607400256,-0.034920710114142106,-0.007966730708419523
30,0.03298578835388655,0.053553309660331505,0.0019417475728153999,0.049119353399117355,0.03183172002978407,0.05294996390414747,0.031044040781071147,0.00443395626121415
31,0.011713493362429661,0.04694467459117441,0.1983739837398375,0.1444490865985426,0.01740810359231404,0.05107668487434999,-0.18666049037740784,-0.0975044120073682
32,0.017014909972656422,0.04029744925641779,-0.023651145602365142,0.003021589805268121,0.015004056081939776,0.038530439916967696,0.040666055575021565,0.03727585945114967
33,0.016409433263365858,0.06753630315916412,-0.1695906432748538,-0.018254517447095775,0.011379742796292613,0.06516870744025532,0.18600007653821965,0.0857908206062599
34,0.005629088696181395,0.01806640177887031,0.07594936708860767,0.07424025727597157,0.007310853065682799,0.02189440792005859,-0.07032027839242627,-0.05617385549710126
35,0.013175411647398105,0.05115263679852505,-0.004210526315789442,0.008055555555555566,0.01214997626957759,0.04996455639927852,0.017385937963187548,0.04309708124296949
36,0.016290703853695132,0.04270654634996773,-0.029333333333333322,0.014321310808938836,0.014807149883869553,0.04256615506473452,0.045624037187028454,0.028385235541028897
37,-0.00013209966920046945,0.033343122302606665,0.13043478260869557,0.0505050505050505,0.0022122531104997734,0.034386734487135556,-0.13056688227789603,-0.017161928202443832
38,0.0022615022179652833,0.03766918463221139,0.042056074766355145,0.0023748629886737316,0.002720449649217027,0.03867130578819916,-0.03979457254838986,0.03529432164353766
39,0.009440291355184982,0.031456297973730146,-0.015686274509803866,0.06969767618482427,0.010306223400283643,0.032644540127849064,0.025126565864988848,-0.03824137821109412
40,0.023594059378054144,0.022752137894839514,0.03458646616541361,0.024849825713709563,0.02355820322079627,0.02227095483293068,-0.010992406787359466,-0.002097687818870049
41,-0.005571305042633035,0.042461208534477074,0.0770089285714286,0.14920561610139965,-0.0003825970191989603,0.04575887902754411,-0.08258023361406164,-0.10674440756692258
42,0.02269437657831519,0.04964003079375642,0.0622047244094488,0.15160598226546235,0.027217293629507422,0.05346556346002643,-0.03951034783113361,-0.10196595147170592
43,0.029011001415744198,0.06449285760940288,0.0871212121212121,0.0173456618022202,0.03042761320421672,0.06632131883187195,-0.0581102107054679,0.04714719580718268
44,0.028707828567403837,0.053006936378922176,0.11111111111111116,0.1331573725882669,0.031166970115838466,0.05644656452759356,-0.08240328254370732,-0.08015043620934473
45,0.020534165799514392,0.06766218990672435,-0.08544303797468367,-0.008823529411764702,0.01867128412042407,0.0664940856418395,0.10597720377419806,0.07648571931848905
46,0.006401903574868251,0.02916111213260056,0.24149659863945583,0.15391231152100715,0.011459659682833467,0.03152133748032471,-0.23509469506458758,-0.12475119938840659
47,0.005090517291049812,0.06407069055747083,0.15575396825396826,0.1601487334374175,0.009850434638800198,0.06661803172772626,-0.15066345096291844,-0.09607804287994667
48,0.008566863323500429,0.023803606327892468,0.060869565217391286,0.11921389617164263,0.009405034324942774,0.024805649820430486,-0.05230270189389086,-0.09541028984375016
49,0.00445016481598437,0.018158007440133545,,,0.005240328342908662,0.019108017491596463,,
50,0.011496156304256266,0.024496756476298676,0.06458333333333333,0.04764305904350752,0.01400900111052672,0.027083210457787,-0.05308717702907706,-0.023146302567208843
51,0.0037926846337575926,0.039337645507763336,0.01633764465622889,0.02367815500365804,0.00617692521904778,0.041118618849551564,-0.012544960022471296,0.015659490504105297
52,0.022969221986232857,0.049107962394143445,0.0618556701030929,0.08662622299719078,0.0248843697083152,0.050241830467013526,-0.03888644811686004,-0.03751826060304733
53,-0.009033690738988742,0.034895797585166866,0.03269230769230769,0.005246718617982503,-0.007776008708154869,0.036238480126366546,-0.04172599843129643,0.029649078967184363
54,0.011850339239839247,0.04308170413821988,-0.04953917050691248,-0.0022591950871701932,0.01139670223084388,0.043456981802772354,0.061389509746751725,0.04534089922539007
55,0.040088495575221095,0.0849599739487929,0.04193971166448229,0.04622963316545489,0.03991485569564157,0.08427526113661798,-0.0018512160892611984,0.03873034078333801
56,0.03247167426271913,0.04941162117968223,0.03700724054706361,0.04123455645417305,0.03362974174628708,0.05305644316930075,-0.004535566284344483,0.008177064725509178
57,0.007199146701819981,0.05330813555146208,0.06318082788671026,0.017634758961739896,0.007968849228965458,0.055676817450212746,-0.055981681184890275,0.03567337658972218
58,0.008790626377818689,0.04726701217014445,0.04560439560439555,0.03446815512832052,0.011214625564509695,0.04982821445406774,-0.036813769226576865,0.01279885704182393
59,0.0166116128927406,0.06793934849473562,0.04849279161205755,0.024874232909947197,0.018501477574533243,0.06943111326915719,-0.03188117871931695,0.04306511558478843
60,0.010728854569754032,0.05545241356628522,0.03105590062111796,0.016935656353753964,0.011033103358922047,0.054206415942144814,-0.02032704605136393,0.038516757212531255
61,0.04185115203474443,0.08316687131141187,0.1449999999999999,0.21206578883700505,0.0461605516330853,0.08967418186066323,-0.10314884796525547,-0.12889891752559318
62,0.017817076086667605,0.034795815905532185,0.06563706563706562,0.06837438555643605,0.01874779307909602,0.03524892027628401,-0.04781998955039801,-0.03357856965090386
63,0.014206305711825129,0.05006833241002828,0.11742424242424232,0.0585013388654967,0.016773687603963916,0.05191635999164115,-0.10321793671241719,-0.00843300645546842
64,0.04158990967435239,0.08706449947040662,0.1623931623931626,0.06885483176244045,0.043398209064327675,0.08756701560569188,-0.1208032527188102,0.01820966770796617
65,-0.01420980313476583,0.022490940266435916,0.0,0.01782612747772333,-0.011820745708511882,0.024013239948106363,-0.01420980313476583,0.004664812788712586
66,-0.009145151396866225,0.0235580427054502,0.11065573770491788,0.08145236232288994,-0.0055952638798641985,0.030021481638954267,-0.1198008891017841,-0.05789431961743974
67,0.03807228690587938,0.05573899405250907,0.002032520325203291,0.013236577826339399,0.03719891474085513,0.056498982510042484,0.03603976658067609,0.04250241622616967
68,0.03993891996803289,0.045314115292881374,-0.017268445839874413,0.019845664932472556,0.039066619446739836,0.04672852773851369,0.05720736580790731,0.025468450360408817
69,0.04489175982388638,0.04365019103625897,0.021367521367521347,0.0012183235867446393,0.04341441561027404,0.040777160882080915,0.023524238456365032,0.042431867449514334
70,-0.004027312764757429,0.03859655955137309,0.1763392857142858,0.09905998505228819,0.0012967875036840049,0.04232111086919532,-0.18036659847904324,-0.0604634255009151
71,0.01947187556520158,0.060701540817303334,0.26488095238095244,0.1739695340501792,0.02267179237500161,0.06318046714408673,-0.24540907681575086,-0.11326799323287587
72,0.023996133681143617,0.03741125544839358,0.028019323671497676,0.016748608428641495,0.023329842553806213,0.03712738554926462,-0.004023189990354059,0.02066264701975208
73,0.04532080755331025,0.05287401796696489,0.010162601626016232,0.0399870002410959,0.04465219059717107,0.05331310630549091,0.03515820592729402,0.01288701772586899
74,-0.016151808034489235,0.04360284953256388,0.14035087719298245,0.049472990777338605,-0.011388842289697942,0.048648441927456154,-0.15650268522747168,-0.005870141244774724
75,-0.018685479078162537,0.0458115406007254,0.14595103578154411,0.16028688072382213,-0.013435604851580019,0.04940528626635804,-0.16463651485970665,-0.11447534012309674
76,0.013322029532967128,0.058971323520777885,0.015151515151515138,0.013346729718044917,0.01526937481993651,0.06247350730285964,-0.0018294856185480102,0.04562459380273297
77,0.011842181751745895,0.042085743391373276,0.19005847953216382,0.17293874071367674,0.015857567682385332,0.04524290953148946,-0.17821629778041792,-0.13085299732230346
78,0.0012199773118447554,0.06137276060968855,0.04979674796747968,0.06716228505113991,0.0033903327966597896,0.0638246631327331,-0.04857677065563493,-0.005789524441451366
79,0.024869015833145602,0.0741849154691405,0.034420289855072395,0.01891558160326097,0.02537970601970252,0.0747631171835636,-0.009551274021926792,0.055269333865879525
80,0.03222404161047965,0.06417432528567768,0.055031446540880435,0.09009425128747406,0.03423946876945427,0.06706185608149534,-0.022807404930400788,-0.02591992600179638
81,0.01623667769202497,0.03388231338732575,-0.0066006600660066805,0.013094570870100575,0.015130039673120654,0.03221607856628886,0.02283733775803165,0.020787742517225177
82,-0.0086165004154104,0.042519807426911804,0.1553956834532375,0.06227575865146742,-0.0033969581460621123,0.045277017748813875,-0.1640121838686479,-0.019755951224555618
83,-0.009738120101791425,0.0033680276807812326,0.07235142118863036,0.07379251434957954,-0.007198838227836402,0.006115235048159001,-0.08208954129042179,-0.0704244866687983
84,0.04345800446464165,0.09339406210377504,0.169811320754717,0.0408517053439218,0.04546966686688525,0.09269880859914442,-0.12635331629007535,0.05254235675985324
85,0.01960398696923704,0.051183062785785494,0.15149253731343293,0.05099069235818493,0.023792390405293573,0.05342682751856653,-0.1318885503441959,0.00019237042760056333
86,0.0004513120698131923,0.08051083269345571,0.19480519480519487,0.1388888888888889,0.002756791365590372,0.08103014893817645,-0.19435388273538168,-0.05837805619543318
87,-0.002503055795225695,0.04795490948818382,0.08039215686274526,0.30313157772631594,-0.0003226820324778723,0.05087018398005286,-0.08289521265797095,-0.2551766682381321
88,0.03449945677479449,0.07195586500238449,0.06790123456790109,0.032226024276198806,0.035287433880900276,0.07299819918239614,-0.0334017777931066,0.03972984072618568
89,0.007467486783653943,0.026172618039410123,0.04166666666666663,0.025977887788248374,0.00948029803165662,0.02851732742718288,-0.03419917988301269,0.00019473025116174825
90,0.04344434048836754,0.05055272151398685,0.05833333333333335,0.07648017241844057,0.04533720164940691,0.05055089883195585,-0.01488899284496581,-0.025927450904453725
91,-0.008764032511165532,0.03158725783899016,-0.11498257839721265,-0.010877144237719585,-0.010725600909250232,0.030123453361048463,0.10621854588604712,0.04246440207670975
92,0.006772416413373894,0.0585719273141489,0.06987951807228909,0.04927255836421199,0.008266466752831159,0.060889883543990886,-0.0631071016589152,0.00929936894993691
93,-9.699014760544689e-05,0.04179243504119046,0.120889748549323,0.11047520922013751,0.003893054888585157,0.04457818761070012,-0.12098673869692844,-0.06868277417894705
94,0.020093233280172207,0.06377672233256226,-0.015789473684210575,-0.0030271615177275557,0.018462466155101276,0.06157759811071947,0.03588270696438278,0.06680388385028982
95,-0.004066001500034111,0.04586947518426662,-0.0012755102040815647,0.019163550837745652,-0.0030776109548742436,0.04627245681712375,-0.0027904912959525463,0.02670592434652097
96,-0.006178830227743237,0.041121990355057814,0.09935483870967732,0.07969811562137873,-0.0012673604259032523,0.045033388123658924,-0.10553366893742055,-0.03857612526632091
97,-0.007478720956981766,0.025784843914921418,0.05660377358490565,0.026892597098513146,-0.0049012919455933,0.02973984425904952,-0.06408249454188741,-0.0011077531835917281
98,0.02946846846846851,0.07398345071545093,-0.13719512195121963,-0.0188760991376202,0.027613023113735924,0.07369288806666946,0.16666359041968815,0.09285954985307113
99,0.03472030558284844,0.06555740778119712,0.023762376237623672,0.029185865995561375,0.03542330562764873,0.06585249037677354,0.01095792934522477,0.036371541785635744
100,-0.0024758353417915213,0.048500967690044916,0.1159420289855072,0.018629759784258938,0.0010976466455918654,0.05027607820367669,-0.11841786432729873,0.029871207905785978
101,-0.021005182098365216,0.01767313071411919,0.10416666666666674,0.11197957325006508,-0.019444239789778717,0.019773570338185775,-0.12517184876503196,-0.09430644253594589
102,-0.025549667380764474,0.007326527803695637,-1.1102230246251565e-16,0.0,-0.02390752032520327,0.00876072146687254,-0.025549667380764363,0.007326527803695637
103,0.011272464698331097,0.03174842428621649,0.09971509971509973,0.06838620627233051,0.014689257259779542,0.03468354386260036,-0.08844263501676863,-0.03663778198611402
104,0.009597067727999509,0.07156597739663328,0.050458715596330306,0.10727820785404057,0.01281543790202877,0.07479492501262572,-0.0408616478683308,-0.03571223045740729
105,0.004765877741568225,0.025955826982693747,0.022435897435897356,0.007710405144058269,0.005360701733149509,0.026448896963041063,-0.01767001969432913,0.01824542183863548
106,-0.004682326885999566,0.0384909936574562,0.25081967213114764,0.15773451050262652,0.0017789437745951986,0.04240171449323196,-0.2555019990171472,-0.11924351684517032
107,-0.004795300605406672,0.0626258704338552,0.1546052631578948,0.30218253968253966,-0.0025015464295823353,0.06485071444299001,-0.15940056376330147,-0.23955666924868446
108,0.009669450153252934,0.026661406840751967,0.015432098765432167,0.09857091265541969,0.011852012821209401,0.03033049031635074,-0.005762648612179233,-0.07190950581466772
109,0.029679654270636457,0.059919360609844985,0.11436170212765973,0.0997567946097358,0.03148250372005956,0.06245912830921738,-0.08468204785702327,-0.039837433999890814
110,-0.02391734136697421,0.0007768970226505745,0.13628318584070798,0.0707563763318239,-0.018873416264284293,0.0034492110767065653,-0.1602005272076822,-0.06997947930917332
111,-0.008854804917579173,0.02256449311094047,0.13543599257884975,0.14228375903717472,-0.005256424974988905,0.025552874156535593,-0.14429079749642892,-0.11971926592623425
112,0.023557441814585744,0.04630612387843028,0.06275033377837103,0.06329549683730065,0.02626268236688134,0.04734917324930954,-0.03919289196378528,-0.016989372958870375
113,0.03034698797410651,0.07580212323610624,-0.023297491039426466,0.01629771289530027,0.030254557963536266,0.07747592154411867,0.053644479013532975,0.059504410340805974
114,0.018922977406089725,0.04459513697861642,0.3119266055045872,0.14166666666666666,0.02050569554336512,0.04550313651011165,-0.29300362809849745,-0.09707152968805025
115,0.02983220995267455,0.054565114682361415,0.01754385964912286,0.026345029239766088,0.028304430580522455,0.05279457931193959,0.012288350303551687,0.028220085442595327
116,0.03820306812477492,0.0878235145555879,-0.029527559055118058,0.016160962391480682,0.03730258391692831,0.08812981623438182,0.06773062717989298,0.07166255216410722
117,0.022089996965154457,0.03630376646872557,0.15112160566706034,0.13415694036812048,0.02612246779479188,0.04031910032655006,-0.1290316087019059,-0.09785317389939491
118,0.027293115225313747,0.07328441081085832,0.061111111111111116,0.06812599165540341,0.027175851614054003,0.07350233217198313,-0.03381799588579737,0.00515841915545491
119,0.009210756872907622,0.0293337124859272,0.2582417582417582,0.24901289187003478,0.016330115993565264,0.03539998831206831,-0.2490310013688506,-0.21967917938410758
120,-0.00421336605407896,0.012810067793827984,0.05519480519480524,0.018192870027010935,-0.003220682260434371,0.01627339786555687,-0.0594081712488842,-0.005382802233182951
121,0.003311082856537362,0.05032491868706718,0.018867924528301883,0.03528664318138,0.003612613239562412,0.050749773616657556,-0.01555684167176452,0.015038275505687176
122,0.040247275697551266,0.07336038653276061,-0.07539682539682535,0.00016534391534391013,0.03958027558106425,0.07338247923325461,0.11564410109437662,0.0731950426174167
123,0.02439648502153713,0.05201619871924679,0.022727272727272818,0.013241436925647457,0.023829713593493063,0.05059327417802689,0.0016692122942643106,0.03877476179359933
124,0.042277855646067786,0.06036110698082625,-0.05747126436781608,-0.0007324325426052089,0.03989020073340821,0.0597210606201089,0.09974912001388386,0.06109353952343146
125,0.0002801093850887115,0.04966714515307083,0.01098901098901095,0.04950220156555772,0.0010733532766405984,0.050910937699534364,-0.010708901603922238,0.00016494358751310834
126,0.00523126622650727,0.02259073916225099,0.07995495495495497,0.07697274230901946,0.00817834580518928,0.02550114804131634,-0.0747236887284477,-0.05438200314676847
127,0.008848646303899144,0.05859365565692015,0.0368731563421828,0.04376421437098243,0.01095558258645346,0.0619433909226354,-0.028024510038283656,0.014829441285937724
128,0.013474025974026027,0.06486231630421657,0.025196850393700787,0.01150414213215542,0.015144204784239834,0.06424085314092848,-0.01172282441967476,0.05335817417206115
129,0.0008272512291805922,0.0588829003949789,0.13421052631578945,0.11155544913711885,0.006156989744776076,0.06191131531712152,-0.13338327508660885,-0.052672548742139946
130,-0.008845540893733794,0.0537742715481217,-0.027996500437445282,0.009218522287552156,-0.008855523561406065,0.05501257598980336,0.019150959543711488,0.044555749260569544
131,-0.008579054106638284,0.011107301260378816,0.2448979591836734,0.09375,-0.00723945644523849,0.014142121433779714,-0.2534770132903117,-0.08264269873962118
132,0.000819075552658699,0.038069544779000264,0.060869565217391286,0.062347448650640125,0.0012711526181354849,0.03887723273921548,-0.06005048966473259,-0.02427790387163986
133,0.02777777777777779,0.07484181801220113,0.14920634920634934,0.16851285968933027,0.03124059018367964,0.07765545946185509,-0.12142857142857155,-0.09367104167712914
134,-0.0063075917801278525,0.03946917394456856,0.0,0.002949041914941719,-0.005743740795287278,0.03913921891113381,-0.0063075917801278525,0.03652013202962684
135,0.014999432170593296,0.04238349598641583,0.06554307116104874,0.0536492673992674,0.016199854709823214,0.04329023812385749,-0.05054363899045544,-0.011265771412851566
136,0.00492896412076782,0.05805982760781722,-0.0023529411764706687,0.0002933953675595402,0.004676583276988944,0.05685539920369734,0.007281905297238489,0.05776643224025768
137,0.010395555555555491,0.043598971198086284,0.0018018018018018944,0.0050578593999646634,0.010896684957971137,0.04506168158409238,0.008593753753753597,0.03854111179812162
138,-0.005224537037037069,0.03170404825658665,0.10138248847926268,0.054326614044221996,-0.0027423535961585976,0.03329968012842141,-0.10660702551629975,-0.022622565787635343
139,0.00940749051664258,0.05704924694390795,-0.02970297029702962,-0.0013001083423618554,0.01233438916937335,0.05814774013254667,0.0391104608136722,0.058349355286269805
140,0.019430946981967345,0.0486657356867789,-0.004166666666666652,0.01280490231229775,0.02044730746960055,0.04915564385215038,0.023597613648633997,0.03586083337448115
141,0.007869034507240968,0.027241580974361773,0.24060150375939848,0.04166666666666667,0.010619842559567827,0.028677601582993706,-0.23273246925215751,-0.014425085692304898
142,0.01982228298017774,0.027154384285106636,0.1934782608695652,0.17802397349567162,0.023618854536239242,0.030571810036783165,-0.17365597788938747,-0.15086958921056498
143,-0.003889448155943942,0.03159890056029416,-0.1923076923076923,-0.0034311202607651397,-0.0036731776216065715,0.03404325832062072,0.18841824415174835,0.0350300208210593
144,-0.012367116356179153,0.05105156557591212,0.0859375,0.03903608907731554,-0.00916379066275308,0.05263043768794076,-0.09830461635617915,0.012015476498596578
145,-0.005669546436285033,0.02194935124439923,0.16304347826086962,0.3150308590335089,0.0007833552672809052,0.025277620378117205,-0.16871302469715466,-0.2930815077891097
146,0.04532726447120894,0.040823002870429365,0.06766381766381768,0.02767668128781528,0.046423465497521965,0.040407390837882334,-0.022336553192608744,0.013146321582614084
147,0.053438553758861196,0.0838374578325479,0.1622950819672132,0.1528460900801326,0.05789128502515506,0.0867881163197575,-0.10885652820835201,-0.06900863224758472
148,0.01730431056139259,0.013714612504132973,0.06666666666666654,0.024416517750145666,0.019720021933156584,0.018345647390329983,-0.04936235610527395,-0.010701905246012694
149,0.02417637856501509,0.04858458780168909,-0.24691358024691357,-0.013675213675213675,0.023183959776379215,0.04898185945635081,0.27108995881192866,0.062259801476902764
150,0.012349040804934264,0.05410773587218712,-0.01778656126482203,0.01609529303396734,0.011807266351510304,0.05493475146219451,0.030135602069756295,0.03801244283821978
151,0.0016458924249915796,0.04828072177362763,0.03234265734265729,0.048312707694015744,0.003916941953751696,0.04977664371508095,-0.03069676491766571,-3.198592038811121e-05
152,-0.03625083836351439,0.013588716092548359,0.019999999999999962,0.0009340581602890613,-0.03381875000000001,0.017487041974380058,-0.056250838363514355,0.012654657932259297
153,0.017193675889328186,0.03923888341479215,0.2187499999999999,0.27155172413793105,0.019162177157666438,0.041100943155094355,-0.2015563241106717,-0.2323128407231389
154,0.01384097964815445,0.05337116859029806,0.34545454545454546,0.30978260869565216,0.018171066525871082,0.05648531108717689,-0.331613565806391,-0.2564114401053541
155,0.009666608842998636,0.03707695287448193,,,0.01190751336028184,0.03921770621469434,,
156,0.015038468096539637,0.03996653767654734,0.135,0.11958551340251292,0.0179955571233803,0.04229619999788728,-0.11996153190346037,-0.07961897572596557
157,0.011648752297602871,0.036537654990122626,0.06451612903225812,0.10566486781469803,0.013565964502392891,0.038505003834827134,-0.05286737673465525,-0.0691272128245754
158,0.0258133985216229,0.0490781346063745,0.0026212319790301364,0.0012200913120947315,0.025818058876089678,0.04838282985562431,0.023192166542592763,0.04785804329427977
159,0.03550554797365457,0.05290670210179438,0.09473684210526323,0.06762723516593486,0.03730031338378048,0.05542857454973396,-0.05923129413160866,-0.014720533064140479
160,0.01354658802523745,0.06698871047258642,0.054845980465815236,0.027972442778194467,0.01467366714003493,0.06647377221989723,-0.04129939244057779,0.039016267694391954
161,0.0007571585903083378,0.02525107199504595,0.06153846153846154,0.06983300481412028,0.0033512767184578074,0.02687533589077315,-0.060781302948153204,-0.04458193281907433
162,0.000288937809576284,0.03876491016016226,0.1335978835978836,0.05776653979556376,0.0030239400492882984,0.041513686849549924,-0.13330894578830732,-0.0190016296354015
163,-0.018055163093556148,-0.0009626764221423445,0.07971014492753625,0.03502203502203505,-0.017775284944673064,-0.0004270131598866078,-0.0977653080210924,-0.03598471144417739
164,0.007276406626710141,0.047836073335881246,0.14555256064690025,0.08133123965292045,0.011795634040287495,0.05298571929016413,-0.1382761540201901,-0.03349516631703921
165,0.0007155551881626865,0.01986043164236123,0.09873949579831942,0.027201636567977534,0.003556126820908334,0.02115808360208557,-0.09802394061015673,-0.007341204925616303
166,0.006701823774994509,0.061262564893252214,0.12372881355932197,0.052015860012228576,0.009576111521130248,0.06293849024260917,-0.11702698978432746,0.009246704881023637
167,0.028655351183855093,0.030008405455560633,0.3465346534653466,0.11904761904761904,0.03171961851266736,0.0325246900023744,-0.3178793022814915,-0.08903921359205841
168,0.006934784543593531,0.06688034221341935,0.003058103975535187,0.03184026707966517,0.00678966513969248,0.06616885821522578,0.003876680568058344,0.03504007513375418
169,0.025009202417564214,0.02772476290319248,0.03275862068965518,0.01560585613217192,0.025890498434192222,0.02923123054360488,-0.007749418272090969,0.012118906771020559
170,-0.006519239274657362,0.012720398106275316,0.03636363636363649,0.027112580462111874,-0.006015006932550415,0.013425730798346108,-0.04288287563829385,-0.014392182355836558
171,-0.0012732247672008201,0.0385843969874477,0.125,0.05633306751727804,-0.0007457290065984168,0.04042013650861284,-0.12627322476720082,-0.01774867052983034
172,-0.01563567249725306,0.024657870534783577,0.06215921483097059,0.013618490931397359,-0.011593457002841978,0.02771674081613676,-0.07779488732822365,0.011039379603386218
173,-0.0009664301857814639,0.0544199396697298,0.012931034482758563,0.006854132691116427,0.0003605552550929314,0.05457386306042486,-0.013897464668540027,0.04756580697861337
174,0.0170545656516794,0.0627352658195259,0.12,0.19438124872907483,0.02038622617093666,0.06636816813090637,-0.1029454343483206,-0.13164598290954893
175,-0.005439676941323746,0.030297358561437282,0.034813925570228,0.06167281891096377,-0.0043969256884194285,0.031108360154562892,-0.040253602511551745,-0.031375460349526485
176,0.021360173842443375,0.07263504332669168,0.008746355685131157,0.002255043431514017,0.020935906453314557,0.07177339504452412,0.012613818157312218,0.07037999989517767
177,0.005125951274084439,0.06931791841837617,0.0847457627118644,0.09769294723184829,0.009139206341071793,0.07039436564911927,-0.07961981143777996,-0.02837502881347212
178,0.0029803921568627434,0.027479536475223415,0.07905982905982911,0.09541777286600747,0.006336667424414744,0.030368660259840308,-0.07607943690296637,-0.06793823639078406
179,-0.006443359247097713,0.015964850431565564,0.1287128712871286,0.0768341307814992,-0.003536330336911808,0.018568295038157545,-0.13515623053422632,-0.060869280349933635
180,0.0191079580661887,0.07436253060301301,0.0798969072164949,0.07241357709679856,0.021918893377311566,0.07690053716793344,-0.06078894915030619,0.0019489535062144486
181,0.02057842046718583,0.07399117456223014,0.11949685534591181,0.14073498964803313,0.024020176854184894,0.07524427607065667,-0.09891843487872598,-0.06674381508580299
